player_id,name,birth_year,nationality,primary_position
38746,Tomas Pekhart,1989.0,Czech Republic,Attack
38817,Sergio Tejera,1990.0,Spain,Midfield
38824,Davide Brivio,1988.0,Italy,Defender
38954,Fernando Gago,1986.0,Argentina,Midfield
38978,Christian Brüls,1988.0,,Midfield
39004,Juan Carlos,1987.0,Spain,Goalkeeper
39010,Jordi Gómez,1985.0,Spain,Midfield
39015,Ralf Fährmann,1988.0,Germany,Goalkeeper
39020,Benedikt Höwedes,1988.0,Germany,Defender
39025,Danny Latza,1989.0,Germany,Midfield
39027,Tayfun Pektürk,1988.0,Germany,Attack
39037,Rob Elliot,1986.0,Ireland,Goalkeeper
39049,Kei Kamara,1984.0,Sierra Leone,Attack
39073,Émerson,1986.0,Brazil,Defender
39087,Cata Díaz,1979.0,Argentina,Defender
39090,Fredy Guarín,1986.0,Colombia,Midfield
39094,Sebastian Langkamp,1988.0,Germany,Defender
39099,Rodrigo Palacio,1982.0,Argentina,Attack
39102,Sidney Sam,1988.0,Germany,Attack
39106,Ádám Szalai,1987.0,Hungary,Attack
39114,Lucas Mareque,1983.0,Argentina,Defender
39118,Juan Pablo Carrizo,1984.0,Argentina,Goalkeeper
39151,Augusto Fernández,1986.0,Argentina,Midfield
39152,Radamel Falcao,1986.0,Colombia,Attack
39153,Gonzalo Higuaín,1987.0,Argentina,Attack
39174,Khaled Adénon,1985.0,Benin,Defender
39198,Didier Ya Konan,1984.0,Cote d'Ivoire,Attack
39247,Tunay Torun,1990.0,Turkey,Attack
39256,Sebastián Leto,1986.0,Argentina,Attack
39259,Makoto Hasebe,1984.0,Japan,Defender
39306,Raphael Wolf,1988.0,Germany,Goalkeeper
39372,Mario Vrancic,1989.0,Bosnia-Herzegovina,Midfield
39378,Jozy Altidore,1989.0,United States,Attack
39381,Gareth Bale,1989.0,Wales,Attack
39426,Nicolai Müller,1987.0,Germany,Midfield
39471,Brad Guzan,1984.0,United States,Goalkeeper
39518,Ben Turner,1988.0,England,Defender
39532,Victor Anichebe,1988.0,Nigeria,Attack
39642,Bryan Ruiz,1985.0,Costa Rica,Midfield
39679,Marouane Fellaini,1987.0,Belgium,Midfield
39690,Danilo Soddimo,1987.0,Italy,Midfield
39700,Mark Gower,1978.0,England,Midfield
39705,Nicky Maynard,1986.0,England,Attack
39717,Diego Contento,1990.0,Germany,Defender
39724,Mehmet Ekici,1990.0,Turkey,Midfield
39728,Mats Hummels,1988.0,Germany,Defender
39732,Thomas Kraft,1988.0,Germany,Goalkeeper
39743,Sandro Wagner,1987.0,Germany,Attack
39783,Alejandro Alfaro,1986.0,Spain,Attack
39784,Hélder Barbosa,1987.0,Portugal,Attack
39799,Ivan Strinic,1987.0,Croatia,Defender
39828,Antonino Barillà,1988.0,Italy,Midfield
39829,Alessandro Bastrini,1987.0,Italy,Defender
39831,Leandro Greco,1986.0,Italy,Midfield
39883,Morgan Amalfitano,1985.0,France,Midfield
39893,Jérôme Le Moigne,1983.0,France,Midfield
39897,Michael Parkhurst,1984.0,United States,Defender
39906,Romain Danzé,1986.0,France,Defender
39907,Pape Diop,1986.0,Senegal,Midfield
39908,Rudy Gestede,1988.0,Benin,Attack
39909,Sylvain Marveaux,1986.0,France,Midfield
39910,Stéphane Ruffier,1986.0,France,Goalkeeper
39913,Ludovic Baal,1986.0,French Guiana,Defender
39914,Mathieu Coutadeur,1986.0,,Midfield
39917,Mamadou Samassa,1986.0,Mali,Attack
39918,Régis Gurtner,1986.0,France,Goalkeeper
39924,Anthony Robic,1986.0,France,Attack
39983,Leonardo Bonucci,1987.0,Italy,Defender
40014,Alaixys Romao,1984.0,Togo,Midfield
40034,Jens Grahl,1988.0,Germany,Goalkeeper
40043,Leon Britton,1982.0,England,Midfield
40074,Stefan Ilsanker,1989.0,Austria,Midfield
40116,Benjamin Kessel,1987.0,Germany,Defender
40204,Joe Hart,1987.0,England,Goalkeeper
40205,Demba Ba,1985.0,Senegal,Attack
40372,Borja Valero,1985.0,Spain,Midfield
40423,Claudio Bravo,1983.0,Chile,Goalkeeper
40428,Manuel Iturra,1984.0,Chile,Midfield
40429,Gonzalo Jara,1985.0,Chile,Defender
40433,Alexis Sánchez,1988.0,Chile,Attack
40442,Paco Montañés,1986.0,Spain,Attack
40446,Jirès Kembo Ekoko,1988.0,France,Attack
40456,Sandro Sirigu,1988.0,Germany,Midfield
40478,Roman Neustädter,1988.0,Russia,Defender
40567,Gareth McAuley,1979.0,Northern Ireland,Defender
40605,Enrico Valentini,1989.0,Germany,Defender
40611,Ryan Bertrand,1989.0,England,Defender
40612,Liam Bridcutt,1989.0,Scotland,Midfield
40613,Jack Cork,1989.0,England,Midfield
40614,Shaun Cummings,1989.0,Jamaica,Defender
40633,Milan Badelj,1989.0,Croatia,Midfield
40660,Alessandro Matri,1984.0,Italy,Attack
40680,Sven Ulreich,1988.0,Germany,Goalkeeper
40687,Mathieu Valbuena,1984.0,France,Midfield
40688,Fabrice Abriel,1979.0,France,Midfield
40790,Pablo Cáceres,1985.0,Uruguay,Defender
40822,Mauro Boselli,1985.0,Argentina,Attack
40888,Beñat Etxebarria,1987.0,Spain,Midfield
40928,Kamel Ghilas,1984.0,Algeria,Attack
40937,Elkin Soto,1980.0,Colombia,Midfield
40975,Marcos,1979.0,Brazil,Attack
40995,Neven Subotic,1988.0,Germany,Defender
41023,Dominic Maroh,1987.0,Slovenia,Defender
41063,Mustapha Diallo,1986.0,Senegal,Midfield
41112,Jose Cholevas,1984.0,Greece,Defender
41234,Kaká,1981.0,Brazil,Defender
41242,David N'Gog,1989.0,France,Attack
41261,Habib Habibou,1987.0,Central African Republic,Missing
41281,Nicolás Pareja,1984.0,Argentina,Defender
41311,Michele Paolucci,1986.0,Italy,Attack
41323,Andreas Luthe,1987.0,Germany,Goalkeeper
41355,Ricky van Wolfswinkel,1989.0,Netherlands,Attack
41369,Erik Jendrisek,1986.0,Slovakia,Attack
41384,Marko Arnautovic,1989.0,Austria,Attack
41414,Lucas Leiva,1987.0,Brazil,Midfield
41416,James McArthur,1987.0,Scotland,Midfield
41458,Robert Tesche,1987.0,Germany,Midfield
41507,Manuel Schmiedebach,1988.0,Germany,Midfield
41541,Danny Blum,1991.0,Germany,Attack
41663,Chinedu Obasi,1986.0,Nigeria,Attack
41665,Jonathan Parr,1988.0,Norway,Defender
41749,Modibo Diakité,1987.0,France,Defender
41818,Steve De Ridder,1987.0,Belgium,Midfield
41866,Constant Djakpa,1986.0,Cote d'Ivoire,Defender
41914,Davide Bassi,1985.0,Italy,Goalkeeper
41935,Lino Marzorati,1986.0,Italy,Defender
41982,Radja Nainggolan,1988.0,,Midfield
41989,Francesco Valiani,1980.0,Italy,Midfield
42029,Blazej Augustyn,1988.0,Poland,Defender
42033,Philipp Bargfrede,1989.0,Germany,Midfield
42044,Dennis Diekmeier,1989.0,Germany,Defender
42072,Tobias Kempe,1989.0,Germany,Midfield
42079,Sebastian Mielitz,1989.0,Germany,Goalkeeper
42086,Timo Perthel,1989.0,Germany,Defender
42198,Sone Aluko,1989.0,Nigeria,Attack
42203,Fabian Lustenberger,1988.0,Switzerland,Defender
42205,Yann Sommer,1988.0,Switzerland,Goalkeeper
42234,Havard Nordtveit,1990.0,Norway,Defender
42267,Nabil Dirar,1986.0,Morocco,Attack
42284,Jay Tabb,1984.0,Ireland,Midfield
42318,Konstantin Engel,1988.0,Kazakhstan,Defender
42345,Giuseppe Vives,1980.0,Italy,Midfield
42373,Diego Alves,1985.0,Brazil,Goalkeeper
42411,Fraizer Campbell,1987.0,England,Attack
42412,Jonny Evans,1988.0,Northern Ireland,Defender
42413,Darron Gibson,1987.0,Ireland,Midfield
42417,Takayuki Morimoto,1988.0,Japan,Attack
42460,Ivan Perišić,1989.0,Croatia,Attack
42463,Timo Gebhart,,Germany,Midfield
42466,Oumar Sissoko,1987.0,Mali,Goalkeeper
42513,Gary Hooper,1988.0,England,Attack
42678,Salvatore Bocchetti,1986.0,Italy,Defender
42710,Toby Alderweireld,1989.0,Belgium,Defender
42714,Mehdi Carcela-González,1989.0,Morocco,Attack
42735,Sven Kums,1988.0,Belgium,Midfield
42744,Samir Ujkani,1988.0,Kosovo,Goalkeeper
42751,Roger Johnson,1983.0,England,Defender
42783,André Hahn,1990.0,Germany,Attack
42920,Fran Mérida,1990.0,Spain,Midfield
42935,Nikolaos Karabelas,1984.0,Greece,Defender
42936,Nils Petersen,1988.0,Germany,Attack
42952,Moritz Hartmann,1986.0,Germany,Attack
42974,Kevin Kratz,1987.0,Germany,Midfield
43003,Nacho Monreal,1986.0,Spain,Defender
43012,Djiby Fall,1985.0,Senegal,Attack
43082,Nicola Belmonte,1987.0,Italy,Defender
43084,Gaetano Berardi,1988.0,Switzerland,Defender
43193,Elliott Bennett,1988.0,Jamaica,Midfield
43206,Massimiliano Carlini,1986.0,Italy,Attack
43217,Pierluigi Frattali,1985.0,Italy,Goalkeeper
43237,Massimo Zappino,1981.0,Italy,Goalkeeper
43242,Alain Traoré,1988.0,Burkina Faso,Midfield
43250,Jan Vertonghen,1987.0,Belgium,Defender
43256,Paul Baysse,1988.0,France,Defender
43257,Romain Brégerie,1986.0,France,Defender
43261,Gabriel Obertan,1989.0,France,Attack
43264,Benoît Trémoulinas,1985.0,France,Defender
43266,Stephen Quinn,1986.0,Ireland,Midfield
43271,Andrea Luci,1985.0,Italy,Midfield
43274,Stefan Reinartz,1989.0,Germany,Midfield
43411,Roberto Colombo,1975.0,Italy,Goalkeeper
43458,Clément Chantôme,1987.0,France,Midfield
43512,Ömer Toprak,1989.0,Türkiye,Defender
43530,Adam Lallana,1988.0,England,Midfield
43722,Mauricio Isla,1988.0,Chile,Defender
43759,Luigi Bruins,1987.0,Netherlands,Midfield
43760,Kévin Constant,1987.0,Guinea,Midfield
43763,Erik Pieters,1988.0,Netherlands,Defender
43845,Yannick Djaló,1986.0,Portugal,Attack
43847,Ronny,1986.0,Brazil,Midfield
43848,Miguel Veloso,1986.0,Portugal,Midfield
43853,Chris Gunter,1989.0,Wales,Defender
43886,Moustapha Sall,1985.0,Senegal,Defender
43907,André-Pierre Gignac,1985.0,France,Attack
43942,Issiar Dia,1987.0,Senegal,Attack
43960,Rudy Mater,1980.0,France,Defender
43975,Mody Traoré,1980.0,France,Defender
43984,Daniel Brosinski,1988.0,Germany,Defender
44012,David García,1982.0,Spain,Defender
44017,Javi Martínez,1988.0,Spain,Midfield
44027,Ikechukwu Uche,1984.0,Nigeria,Attack
44045,Kévin Monnet-Paquet,1988.0,France,Attack
44058,Wojciech Szczesny,1990.0,Poland,Goalkeeper
44059,Ervin Zukanovic,1987.0,Bosnia-Herzegovina,Defender
44062,Antonio Adán,1987.0,Spain,Goalkeeper
44065,Esteban Granero,1987.0,Spain,Midfield
44068,Juan Mata,1988.0,Spain,Midfield
44069,Pedro Mosquera,1988.0,Spain,Midfield
44072,Marcos Tébar,1986.0,Spain,Midfield
44073,Adrián González,1988.0,Spain,Midfield
44136,Domenico Criscito,1986.0,Italy,Defender
44139,Juan Albín,1986.0,Uruguay,Midfield
44162,Miralem Pjanić,1990.0,Bosnia-Herzegovina,Midfield
44227,Ivan Kelava,1988.0,Croatia,Goalkeeper
44281,Adriano Russo,1987.0,Italy,Defender
44317,Bojan Jokic,1986.0,Slovenia,Defender
44327,Andrea Ranocchia,1988.0,Italy,Defender
44336,Simon Laner,1984.0,Italy,Midfield
44352,Luis Suárez,1987.0,Uruguay,Attack
44373,Guilherme Siqueira,1986.0,Brazil,Defender
44412,Bruno Soriano,1984.0,Spain,Midfield
44417,Cédric Mongongu,1989.0,DR Congo,Defender
44420,Stefan Radu,1986.0,Romania,Defender
44466,Sebastian Rode,1990.0,Germany,Midfield
44501,Marcelo,1988.0,Brazil,Defender
44514,Federico Piovaccari,1984.0,Italy,Attack
44521,Kevin Großkreutz,1988.0,Germany,Defender
44567,Tobias Mikkelsen,1986.0,Denmark,Attack
44594,Felix Wiedwald,1990.0,Germany,Goalkeeper
44607,Tom Mickel,1989.0,Germany,Goalkeeper
44624,Dieumerci Mbokani,1985.0,DR Congo,Attack
44625,Maor Melikson,1984.0,Israel,Attack
44674,Giovani dos Santos,1989.0,Mexico,Attack
44675,Bojan Krkic,1990.0,Spain,Attack
44679,Jean-Baptiste Pierazzi,1985.0,France,Midfield
44686,Yannick Cahuzac,1985.0,France,Midfield
44687,Johan Cavalli,1981.0,France,Midfield
44688,Gilles Cioni,1984.0,France,Defender
44699,Antunes,1987.0,Portugal,Defender
44700,Paulão,1982.0,Brazil,Defender
44709,Paolo De Ceglie,1986.0,Italy,Defender
44713,Christian Clemens,1991.0,Germany,Attack
44716,Claudio Marchisio,1986.0,Italy,Midfield
44720,Matti Lund Nielsen,1988.0,Denmark,Midfield
44727,Grégory Bettiol,1986.0,France,Attack
44735,Aythami Artiles,1986.0,Spain,Defender
44741,Beram Kayal,1988.0,Israel,Midfield
44760,Itay Shechter,1987.0,Israel,Attack
44779,Diego Costa,1988.0,Spain,Attack
44792,Kieran Gibbs,1989.0,England,Defender
44794,Henri Lansbury,1990.0,England,Midfield
44832,Alberto Frison,1988.0,Italy,Goalkeeper
44834,Andrea Poli,1989.0,Italy,Midfield
44855,Dame N'Doye,1985.0,Senegal,Attack
44859,Jonathan Vila,1986.0,Spain,Midfield
44860,Javi Chica,1985.0,Spain,Defender
44913,Simeon Jackson,1987.0,Canada,Attack
44966,Adrián López,1987.0,Spain,Defender
44983,Dan Gosling,1990.0,England,Midfield
45026,Rui Patrício,1988.0,Portugal,Goalkeeper
45082,Diego Gómez,1984.0,Argentina,Midfield
45121,Loïc Rémy,1987.0,France,Attack
45124,Medhi Benatia,1987.0,Morocco,Defender
45146,Mario Balotelli,1990.0,Italy,Attack
45166,Joël Sami,1984.0,DR Congo,Defender
45168,Bakaye Traoré,1985.0,Mali,Midfield
45178,Valentin Stocker,1989.0,Switzerland,Attack
45184,Grzegorz Krychowiak,1990.0,Poland,Midfield
45185,Tomasz Kupisz,1990.0,Poland,Attack
45235,Arnaud Maire,1979.0,France,Defender
45237,Julian Palmieri,1986.0,France,Defender
45254,Youssef Adnane,1985.0,France,Attack
45256,Jean-Sylvain Babin,1986.0,Martinique,Defender
45259,Alharbi El Jadeyaoui,1986.0,Morocco,Attack
45272,Youssouf Mulumbu,1987.0,DR Congo,Midfield
45287,Adel Taarabt,1989.0,Morocco,Midfield
45305,Miguel Torres,1986.0,Spain,Defender
45314,Federico Fazio,1987.0,Argentina,Defender
45319,Gabriel Mercado,1987.0,Argentina,Defender
45320,Ángel Di María,1988.0,Argentina,Attack
45330,Claudio Yacob,1987.0,Argentina,Midfield
45333,James McCarthy,1990.0,Ireland,Midfield
45335,Alberto Bueno,1988.0,Spain,Attack
45383,Adrián López,1988.0,Spain,Attack
45389,Samuel Di Carmine,1988.0,Italy,Attack
45395,Jonathan Howson,1988.0,England,Midfield
45403,André Ayew,1989.0,Ghana,Attack
45448,Felipe Lopes,1987.0,Brazil,Defender
45464,Sercan Sararer,1989.0,Turkey,Midfield
45475,Mahamane Traoré,1988.0,Mali,Midfield
45494,Wayne Hennessey,1987.0,Wales,Goalkeeper
45509,Siem de Jong,1989.0,Netherlands,Midfield
45529,Said Ahmed Said,1993.0,Italy,Attack
45548,Gregory van der Wiel,1988.0,Netherlands,Defender
45565,Luca Antonelli,1987.0,Italy,Defender
45567,Jonathan Biabiany,1988.0,France,Attack
45581,Joel Obi,1991.0,Nigeria,Midfield
45593,Welliton,1986.0,Brazil,Attack
45599,Emiliano Insúa,1989.0,Argentina,Defender
45601,Martin Hansen,1990.0,Denmark,Goalkeeper
45623,George Boyd,1985.0,Scotland,Attack
45624,Aurélien Chedjou,1985.0,Cameroon,Defender
45631,Aaron McLean,1983.0,England,Attack
45639,Mubarak Wakaso,1990.0,Ghana,Midfield
45644,Juan Antonio,1988.0,Argentina,Attack
45646,Diego Buonanotte,1988.0,Argentina,Midfield
45653,Mateo Musacchio,1990.0,Argentina,Defender
45660,Eric-Maxim Choupo-Moting,1989.0,Cameroon,Attack
45662,Alexander Esswein,1990.0,Germany,Attack
45668,Konstantin Rausch,1990.0,Russia,Defender
45671,Cenk Tosun,1991.0,Türkiye,Attack
45672,Kevin Trapp,1990.0,Germany,Goalkeeper
45674,Mohamed Amsif,1989.0,Morocco,Goalkeeper
45683,Manuel Gulde,1991.0,Germany,Defender
45693,Glenn Murray,1983.0,England,Attack
45710,Sammir,1987.0,Croatia,Midfield
45717,Nenê,1983.0,Brazil,Attack
45760,Marco Stiepermann,1991.0,Germany,Midfield
45775,Nauzet Alemán,1985.0,Spain,Attack
45832,Ivan Santini,1989.0,Croatia,Attack
45846,Saidi Ntibazonkiza,1987.0,Burundi,Midfield
45861,Ryan Shawcross,1987.0,England,Defender
45882,Fabri,1987.0,Spain,Goalkeeper
45889,Pereirinha,1988.0,Portugal,Attack
45912,Sergio Álvarez,1986.0,Spain,Goalkeeper
45921,Luke Daniels,1988.0,England,Goalkeeper
46001,Moussa Sissoko,1989.0,France,Midfield
46006,Nicki Bille Nielsen,1988.0,Denmark,Attack
46007,Ronnie Schwartz,1989.0,Denmark,Attack
46060,Federico Melchiorri,1987.0,Italy,Attack
46062,Sotiris Ninis,1990.0,Greece,Midfield
46104,Stevan Jovetić,1989.0,Montenegro,Attack
46105,Ivan Radovanovic,1988.0,Serbia,Midfield
46106,Adam Le Fondre,1986.0,England,Attack
46110,Ljubomir Fejsa,1988.0,Serbia,Midfield
46154,Chris Martin,1988.0,Scotland,Attack
46156,Aleksandar Kolarov,1985.0,Serbia,Defender
46162,Nikola Djurdjic,1986.0,Serbia,Attack
46179,Mathias Fetsch,1988.0,Germany,Attack
46215,Javi Guerra,1982.0,Spain,Attack
46220,Pablo Hernández,1985.0,Spain,Midfield
46405,Lovre Kalinic,1990.0,Croatia,Goalkeeper
46413,Ante Budimir,1991.0,Croatia,Attack
46415,Duje Cop,1990.0,Croatia,Attack
46423,Hrvoje Milic,1989.0,Croatia,Defender
46473,Jakob Johansson,1990.0,Sweden,Midfield
46477,Mathias Ranégie,1984.0,Sweden,Attack
46552,Kamil Glik,1988.0,Poland,Defender
46580,Andrej Kramaric,1991.0,Croatia,Attack
46716,Idir Ouali,1988.0,Algeria,Attack
46728,Savvas Gentsoglou,1990.0,Greece,Midfield
46741,David Luiz,1987.0,Brazil,Defender
46791,Bakary Sako,1988.0,,Attack
46809,Juan Pablo Pino,1987.0,Colombia,Attack
46831,Modibo Maïga,1987.0,Mali,Attack
46894,Jagos Vukovic,1988.0,Serbia,Defender
46972,Teemu Pukki,1990.0,Finland,Attack
47005,Agim Ibraimi,1988.0,North Macedonia,Attack
47065,Filip Djordjevic,1987.0,Serbia,Attack
47082,Daniel Sturridge,1989.0,England,Attack
47085,Nenad Tomovic,1987.0,Serbia,Defender
47184,Gabriel Torje,1989.0,Romania,Attack
47285,Ibrahima Traoré,1988.0,Guinea,Attack
47344,Eyong Enoh,1986.0,Cameroon,Midfield
47435,Andi Lila,1986.0,Albania,Midfield
47513,Mato Jajalo,1988.0,Bosnia-Herzegovina,Midfield
47543,Eren Derdiyok,1988.0,,Attack
47544,Michel Morganella,1989.0,Switzerland,Defender
47587,Tony Jantschke,1990.0,Germany,Defender
47592,Fagner,1989.0,Brazil,Defender
47646,Marco Biagianti,1984.0,Italy,Midfield
47647,Gorka Elustondo,1987.0,Spain,Midfield
47648,Dani Estrada,1987.0,Spain,Defender
47653,Rincón,1987.0,Brazil,Defender
47659,Costel Pantilimon,1987.0,Romania,Goalkeeper
47713,Mamadou Sakho,1990.0,France,Defender
47722,Casto,1982.0,Spain,Goalkeeper
47768,Alex Pearce,1988.0,Ireland,Defender
47893,William Vainqueur,1988.0,France,Midfield
47995,Jason Puncheon,1986.0,England,Midfield
48002,Angelo Ogbonna,1988.0,Italy,Defender
48003,Christian Puggioni,1981.0,Italy,Goalkeeper
48015,Lukas Hradecky,1989.0,Finland,Goalkeeper
48066,Andy Carroll,1989.0,England,Attack
48078,Sam Vokes,1989.0,Wales,Attack
48081,Christian Strohdiek,1988.0,Germany,Defender
48119,Danijel Aleksic,1991.0,Serbia,Midfield
48164,Slobodan Medojevic,1990.0,Serbia,Midfield
48280,Edinson Cavani,1987.0,Uruguay,Attack
48294,Bolaño,1985.0,Spain,Defender
48298,Lars Stindl,1988.0,Germany,Midfield
48678,Marius Alexe,1990.0,Romania,Attack
48740,Milos Ninkovic,1984.0,Serbia,Midfield
48805,Mads Albaek,1990.0,Denmark,Midfield
48859,Simon Kjær,1989.0,Denmark,Defender
48870,Jonas Lössl,1989.0,Denmark,Goalkeeper
48931,Henrique Sereno,1985.0,Portugal,Defender
48950,Jordan Rhodes,1990.0,Scotland,Attack
48974,Luiz Adriano,1987.0,Brazil,Attack
49101,Gary Taylor-Fletcher,1981.0,England,Attack
49144,Erik Friberg,1986.0,Sweden,Midfield
49239,Guido Burgstaller,1989.0,Austria,Attack
49275,Albin Ekdal,1989.0,Sweden,Midfield
49319,Mark Bunn,1984.0,England,Goalkeeper
49327,Bradley Johnson,1987.0,England,Midfield
49347,Mitchell Langerak,1988.0,Australia,Goalkeeper
49409,James Perch,1985.0,England,Midfield
49499,Georginio Wijnaldum,1990.0,Netherlands,Midfield
49500,Roberto Rosales,1988.0,Venezuela,Defender
49501,Elias Kachunga,1992.0,DR Congo,Attack
49521,Francesco Bolzoni,1989.0,Italy,Midfield
49542,Billy Sharp,1986.0,England,Attack
49655,Rickie Lambert,1982.0,England,Attack
49693,Andreas Weimann,1991.0,Austria,Attack
49723,Timothy Chandler,1990.0,United States,Defender
49730,Sebastian Jung,1990.0,Germany,Defender
49734,Jan Kirchhoff,1990.0,Germany,Defender
49755,Dale Stephens,1989.0,England,Midfield
49795,Dejan Lekic,1985.0,Serbia,Attack
49802,Ivan Obradovic,1988.0,Serbia,Defender
49804,Jordan Lotiès,1984.0,France,Defender
49867,Lukas Schmitz,1988.0,Germany,Defender
49872,Djamel Bakar,1989.0,Comoros,Attack
50057,Aaron Ramsey,1990.0,Wales,Midfield
50135,Nikita Rukavytsya,1987.0,Australia,Attack
50142,Vincent Bessat,1985.0,France,Defender
50143,Jonas,1984.0,Brazil,Attack
50174,Danny Rose,1990.0,England,Defender
50199,Stephan Hain,1988.0,Germany,Attack
50201,Christian Benteke,1990.0,Belgium,Attack
50202,Eden Hazard,1991.0,Belgium,Attack
50219,Simon Mignolet,1988.0,Belgium,Goalkeeper
50303,Tim Matavz,1989.0,Slovenia,Attack
50355,Fedor Smolov,1990.0,Russia,Attack
50362,Fabian Delph,1989.0,England,Midfield
50413,Deniz Kadah,1986.0,Turkey,Attack
50477,Yohan Benalouane,1987.0,Tunisia,Defender
50487,Christian Santos,1988.0,Venezuela,Attack
50512,Anthony Modeste,1988.0,France,Attack
50570,Ezequiel Lavezzi,1985.0,Argentina,Attack
50577,Pierre Bengtsson,1988.0,Sweden,Defender
50587,Linus Hallenius,1989.0,Sweden,Attack
50935,Chicharito,1988.0,Mexico,Attack
50987,Maurice Edu,1986.0,United States,Midfield
51030,Maxime Baca,1983.0,France,Defender
51035,Johny Placide,1988.0,Haiti,Goalkeeper
51040,Alexander Kacaniklic,1991.0,Sweden,Attack
51046,Héctor Moreno,1988.0,Mexico,Defender
51053,Daniel Davari,1988.0,Iran,Goalkeeper
51058,Licá,1988.0,Portugal,Attack
51069,Stefan Kutschke,1988.0,Germany,Attack
51088,Ignacio Scocco,1985.0,Argentina,Attack
51100,Peter Pekarík,1986.0,Slovakia,Defender
51106,Jan Washausen,1988.0,Germany,Midfield
51118,Adil Rami,1985.0,France,Defender
51152,Aleksandar Mitrović,1994.0,Serbia,Attack
51168,Jens Hegeler,1988.0,Germany,Midfield
51174,Fernando,1987.0,Brazil,Midfield
51176,Marcel Risse,1989.0,Germany,Attack
51186,Nicolás Spolli,1983.0,Argentina,Defender
51190,Marc Vucinovic,,Germany,Missing
51226,Carlos Sánchez,1986.0,Colombia,Midfield
51282,Mamadou Bah,1988.0,Guinea,Midfield
51283,Rémi Gomis,1984.0,Senegal,Midfield
51285,Simon Zenke,1988.0,Nigeria,Attack
51318,Matthew Briggs,1991.0,Guyana,Defender
51321,Darren Randolph,1987.0,Ireland,Goalkeeper
51325,Georg Margreitter,1988.0,Austria,Defender
51346,Michael Lang,1991.0,Switzerland,Defender
51356,Raúl Bobadilla,1987.0,Paraguay,Attack
51369,Fabien Robert,1989.0,France,Midfield
51383,Manuel Arana,1984.0,Spain,Attack
51426,Markel Bergara,1986.0,Spain,Midfield
51452,Joe Allen,1990.0,Wales,Midfield
51457,Guillermo Molins,1988.0,Sweden,Attack
51471,Mateo Kovacic,1994.0,Croatia,Midfield
51474,Mikel Rico,1984.0,Spain,Midfield
51489,Aritz López Garai,1980.0,Spain,Midfield
51504,Jaime Jiménez,1980.0,Spain,Goalkeeper
51510,Ángel Rodríguez,1987.0,Spain,Attack
51528,Bruno Saltor,1980.0,Spain,Defender
51532,Kike Sola,1986.0,Spain,Attack
51535,Domingo Cisma,1982.0,Spain,Defender
51540,Henri Saivet,1990.0,Senegal,Midfield
51542,Julien Toudic,1985.0,France,Attack
51545,Mario Bermejo,1978.0,Spain,Attack
51547,Mané,1981.0,Spain,Defender
51550,Carlos Bellvís,1985.0,Spain,Defender
51559,Mikel Arruabarrena,1983.0,Spain,Attack
51587,Pedro León,1986.0,Spain,Attack
51663,Pedro Alcalá,1989.0,Spain,Defender
51667,Kiko Olivas,1988.0,Spain,Defender
51676,Ermin Bicakcic,1990.0,Bosnia-Herzegovina,Defender
51681,Chico Flores,1987.0,Spain,Defender
51710,Sergio Asenjo,1989.0,Spain,Goalkeeper
51713,Sisi González,1986.0,Spain,Midfield
51730,Jamie Murphy,1989.0,Scotland,Attack
51736,Marco Mancosu,1988.0,Italy,Midfield
51972,Robbie Kruse,1988.0,Australia,Attack
51977,Pavao Pervan,1987.0,Austria,Goalkeeper
52027,Thierry Doubai,1988.0,Cote d'Ivoire,Midfield
52059,Zanka,1990.0,Denmark,Defender
52112,Georges Mandjeck,1988.0,Cameroon,Midfield
52119,Patrick van Aanholt,1990.0,Netherlands,Defender
52136,Davide Di Gennaro,1988.0,Italy,Midfield
52188,Robert Gucher,1991.0,Austria,Midfield
52200,Dominik Kaiser,1988.0,Germany,Midfield
52209,Steeven Langil,1988.0,Martinique,Attack
52246,Kolbeinn Sigthórsson,1990.0,Iceland,Attack
52266,Walter Gargano,1984.0,Uruguay,Midfield
52312,Sebastian Giovinco,1987.0,Italy,Attack
52328,Gonzalo Bergessio,1984.0,Argentina,Attack
52345,Didier Digard,1986.0,France,Midfield
52348,Benjamin Hübner,1989.0,Germany,Defender
52403,Dimitrios Siovas,1988.0,Greece,Defender
52428,Joaquín Larrivey,1984.0,Argentina,Attack
52432,Felipe Mattioni,1988.0,Brazil,Defender
52469,Mikel San José,1989.0,Spain,Midfield
52495,Chris Basham,1988.0,England,Defender
52513,Henrique,1986.0,Brazil,Defender
52530,Sven Schipplock,1988.0,Germany,Attack
52570,Fraser Forster,1988.0,England,Goalkeeper
52585,James Troisi,1988.0,Australia,Midfield
52595,Fabian Frei,1989.0,Switzerland,Midfield
52647,Júlio César,1986.0,Brazil,Goalkeeper
52744,Sébastien Wüthrich,1990.0,Switzerland,Midfield
52746,Nill De Pauw,1990.0,DR Congo,Attack
52769,Willian,1988.0,Brazil,Attack
52830,Adam Matuszczyk,1989.0,Poland,Midfield
52893,Carlão,1986.0,Brazil,Defender
52897,Hernanes,1985.0,Brazil,Midfield
52903,Nicolás Bertolo,1986.0,Argentina,Attack
52910,Josué,1979.0,Brazil,Midfield
52918,André Dias,1979.0,Brazil,Defender
52920,Marcelo,1987.0,Brazil,Defender
52999,Renan,1986.0,Brazil,Midfield
